City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,kiunga,-6.1219,141.2906,28.27,86,72,1.44,PG,1696218902
366,lobito,-12.3481,13.5456,22.62,82,50,1.87,AO,1696218902
367,lazaro cardenas,17.9583,-102.2,27.67,87,81,1.11,MX,1696218723
368,nago,26.5881,127.9761,30.25,74,55,7.0,JP,1696218903
369,guozhen,34.3659,107.359,13.63,95,100,0.65,CN,1696218903
370,beitbridge,-22.2167,30.0,15.87,73,31,10.07,ZW,1696218903
371,dhanwar,24.4167,85.9833,27.76,78,47,6.66,IN,1696218903
372,fangshan,39.6983,115.9925,22.75,37,100,3.36,CN,1696218903
373,crane,31.3974,-102.3501,24.63,63,8,7.9,US,1696218718
374,codrington,-38.2667,141.9667,24.0,42,0,7.56,AU,1696218740
375,kirando,-7.4167,30.6,25.01,49,28,1.86,TZ,1696218904
376,saynshand,44.8824,110.1163,20.46,15,96,6.23,MN,1696218904
377,kirensk,57.7853,108.1119,2.16,62,100,4.96,RU,1696218745
378,albertina,-22.2008,-46.6158,18.11,95,80,0.77,BR,1696218786
379,saint-philippe,-21.3585,55.7679,23.77,68,0,2.05,RE,1696218904
380,severo-yeniseyskiy,60.3725,93.0408,-3.01,87,100,3.58,RU,1696218904
381,fale old settlement,-9.3852,-171.2468,27.37,80,23,5.7,TK,1696218743
382,kula,38.5473,28.6498,13.96,85,67,1.63,TR,1696218904
383,alaghsas,17.0187,8.0168,27.44,41,59,3.36,NE,1696218905
384,kristiansund,63.1115,7.732,11.36,87,75,4.63,NO,1696218905
385,commentry,46.2921,2.7416,15.89,61,34,2.36,FR,1696218905
386,puerto aysen,-45.4,-72.7,3.72,99,90,1.12,CL,1696218905
387,kalampaka,39.7044,21.6269,16.51,62,6,2.42,GR,1696218905
388,felixstowe,51.9637,1.3511,16.16,90,100,0.89,GB,1696218905
389,amos,48.5669,-78.1162,12.5,76,45,1.85,CA,1696218778
390,galvez,-32.0293,-61.221,13.58,57,0,3.87,AR,1696218700
391,pacasmayo,-7.4006,-79.5714,18.56,87,11,4.73,PE,1696218905
392,mckinleyville,40.9465,-124.1006,12.66,87,0,2.57,US,1696218906
393,hotan,37.0997,79.9269,20.59,24,7,1.84,CN,1696218744
394,erwin,36.1451,-82.4168,18.47,84,11,1.58,US,1696218682
395,dano,11.15,-3.0667,24.99,83,88,2.36,BF,1696218906
396,sao gabriel da cachoeira,-0.1303,-67.0892,24.59,85,86,0.9,BR,1696218750
397,dagua,3.6569,-76.6886,23.28,97,100,0.77,CO,1696218906
398,horncastle,53.2077,-0.1172,15.92,100,75,2.57,GB,1696218906
399,buarcos,40.166,-8.8768,18.5,80,0,1.93,PT,1696218906
400,ketchikan,55.3422,-131.6461,11.26,93,100,6.17,US,1696218741
401,mukalla,14.5425,49.1242,27.44,76,50,1.58,YE,1696218759
402,petrozavodsk,61.7849,34.3469,9.17,85,100,4.92,RU,1696218720
403,tucuma,-0.1833,-50.05,26.21,82,27,3.34,BR,1696218724
404,ust-tsilma,65.441,52.1498,11.45,94,88,2.24,RU,1696218907
405,uruacu,-14.5247,-49.1408,29.65,36,91,0.72,BR,1696218907
406,yuanping,38.7153,112.7575,17.16,40,100,1.53,CN,1696218701
407,romblon,12.5751,122.2708,28.53,80,100,9.68,PH,1696218907
408,saint-francois,46.4154,3.9054,10.38,100,20,1.03,FR,1696218907
409,santa ines,-3.6667,-45.38,24.53,79,21,2.4,BR,1696218788
410,masindi,1.6744,31.715,18.26,93,91,0.75,UG,1696218907
411,nemuro,43.3236,145.575,18.09,65,0,4.77,JP,1696218907
412,owando,-0.4819,15.8999,22.41,96,91,1.2,CG,1696218907
413,n'zeto,-7.2312,12.8666,23.44,88,82,1.11,AO,1696218782
414,bojnurd,37.4747,57.329,11.97,32,20,0.0,IR,1696218908
415,khanty-mansiysk,61.0042,69.0019,8.06,87,75,6.0,RU,1696218908
416,cidreira,-30.1811,-50.2056,12.35,73,0,1.83,BR,1696218590
417,wakkanai,45.4094,141.6739,17.99,66,75,9.77,JP,1696218908
418,barclayville,4.6797,-8.2339,24.52,91,99,2.67,LR,1696218908
419,prince rupert,54.3161,-130.3201,11.83,91,100,9.77,CA,1696218908
420,saint-louis,16.3333,-15.0,26.8,66,14,3.95,SN,1696218908
421,tinogasta,-28.0632,-67.5649,15.41,35,2,0.99,AR,1696218643
422,huai khot,15.2909,99.6166,31.46,63,33,0.29,TH,1696218909
423,grand falls-windsor,48.9332,-55.6649,12.5,87,38,1.32,CA,1696218909
424,vila velha,-20.3297,-40.2925,22.19,88,0,5.14,BR,1696218909
425,pirallahi,40.4723,50.333,21.08,60,68,3.72,AZ,1696218909
426,usinsk,65.9939,57.5281,9.48,94,88,7.15,RU,1696218909
427,ardestan,33.3761,52.3694,23.47,17,5,1.49,IR,1696218909
428,tympaki,35.0729,24.7685,23.2,61,0,0.89,GR,1696218909
429,piti village,13.4626,144.6933,31.49,78,20,6.69,GU,1696218909
430,karratha,-20.7377,116.8463,33.67,18,0,7.04,AU,1696218781
431,ust'-kulom,61.6864,53.6902,10.78,81,89,4.87,RU,1696218909
432,tateyama,34.9833,139.8667,23.71,61,85,5.85,JP,1696218910
433,papao,-17.75,-149.55,27.82,84,5,7.19,PF,1696218910
434,ust'-kut,56.7938,105.7672,-1.42,70,100,4.02,RU,1696218910
435,itamaraca,-7.7478,-34.8256,26.03,78,10,2.45,BR,1696218910
436,nebraska city,40.6767,-95.8592,25.3,56,0,3.09,US,1696218910
437,xinyuan,37.3,99.0,12.04,27,72,2.68,CN,1696218728
438,montepuez,-13.1256,38.9997,19.99,83,0,1.31,MZ,1696218702
439,val-d'or,48.1002,-77.7828,10.05,81,0,1.03,CA,1696218732
440,greymouth,-42.4667,171.2,9.56,83,99,10.28,NZ,1696218511
441,koulamoutou,-1.1303,12.4736,21.79,99,92,0.65,GA,1696218650
442,hithadhoo,-0.6,73.0833,28.06,72,9,6.44,MV,1696218911
443,nar'yan-mar,67.6713,53.087,10.62,96,89,3.58,RU,1696218775
444,nogliki,51.8333,143.1667,10.75,96,100,11.18,RU,1696218911
445,san patricio,28.017,-97.5169,27.91,80,4,4.78,US,1696218722
446,rawson,-43.3002,-65.1023,11.32,66,95,3.74,AR,1696218911
447,tortoli,39.9256,9.6572,19.9,60,0,2.06,IT,1696218911
448,whitehorse,60.7161,-135.0538,7.43,77,40,4.63,CA,1696218697
449,lautoka,-17.6167,177.4667,26.92,57,40,6.17,FJ,1696218740
450,jinxiang,27.4327,120.6062,25.62,62,5,6.59,CN,1696218911
451,awjilah,29.1081,21.2869,20.4,71,0,4.28,LY,1696218911
452,midvagur,62.0511,-7.1939,10.46,93,75,5.14,FO,1696218712
453,rancho palos verdes,33.7445,-118.387,17.64,82,0,1.79,US,1696218756
454,vorkuta,67.5,64.0,8.96,98,100,6.38,RU,1696218711
455,natal,-5.795,-35.2094,23.36,94,0,2.06,BR,1696218755
456,madinat sittah uktubar,29.8167,31.05,23.78,70,74,3.19,EG,1696218772
457,richards bay,-28.783,32.0377,16.96,68,92,0.34,ZA,1696218912
458,pahrump,36.2083,-115.9839,17.03,41,25,3.13,US,1696218912
459,sosnogorsk,63.6023,53.8817,9.19,94,61,3.58,RU,1696218912
460,idri,27.5,13.2667,24.15,39,6,7.27,LY,1696218912
461,sault ste. marie,46.5168,-84.3333,17.31,100,100,2.57,CA,1696218347
462,magadan,59.5667,150.8,12.52,69,38,0.22,RU,1696218700
463,idritsa,56.3316,28.8988,7.81,97,56,2.62,RU,1696218912
464,touros,-5.1989,-35.4608,24.11,78,17,5.27,BR,1696218715
465,meraux,29.933,-89.9498,26.99,73,0,2.06,US,1696218913
466,isla mujeres,21.2311,-86.731,25.65,83,82,4.09,MX,1696218913
467,puerto madryn,-42.7692,-65.0385,13.23,58,65,3.5,AR,1696218913
468,nha trang,12.25,109.1833,26.0,74,97,2.23,VN,1696218913
469,bugana,7.9992,7.5836,23.55,97,100,1.53,NG,1696218913
470,davos,46.8043,9.8372,11.04,56,26,1.8,CH,1696218913
471,carauari,-4.8828,-66.8958,25.54,78,83,1.06,BR,1696218771
472,omutninsk,58.67,52.1932,10.88,93,100,3.33,RU,1696218726
473,rikaze,29.25,88.8833,16.75,37,59,0.38,CN,1696218913
474,glace bay,46.1969,-59.957,12.1,93,40,1.03,CA,1696218914
475,ghazni,33.5536,68.4269,13.76,18,0,0.72,AF,1696218914
476,callao,-12.0667,-77.15,19.84,77,75,6.17,PE,1696218742
477,mapimi,25.8167,-103.85,23.36,58,52,2.96,MX,1696218914
478,kailua-kona,19.6406,-155.9956,28.98,78,75,5.66,US,1696218769
479,la'ie,21.6477,-157.9253,28.98,75,14,2.68,US,1696218914
480,toledo,39.8333,-4.0,19.95,37,5,2.72,ES,1696218914
481,penafiel,41.2084,-8.2829,18.9,62,2,0.63,PT,1696218914
482,vila do maio,15.1333,-23.2167,25.44,79,93,4.08,CV,1696218915
483,emerald,-23.5333,148.1667,29.63,30,0,5.72,AU,1696218915
484,elko,41.0002,-115.5012,8.42,89,95,0.89,US,1696218915
485,al burayqah,30.4062,19.5739,23.47,65,0,4.68,LY,1696218915
486,olinda,-8.0089,-34.8553,25.85,69,20,2.06,BR,1696218875
487,northam,51.0333,-4.2167,15.22,98,100,0.89,GB,1696218915
488,mandera,3.9366,41.867,25.22,65,2,4.81,KE,1696218793
489,ilheus,-14.7889,-39.0494,20.83,89,5,0.36,BR,1696218887
490,gandhidham,23.0833,70.1333,30.28,35,9,2.72,IN,1696218915
491,nova xavantina,-14.6667,-52.35,29.2,43,83,0.8,BR,1696218755
492,general conesa,-40.1,-64.4333,19.13,33,100,8.17,AR,1696218916
493,zavetnoye,47.1194,43.8903,14.22,79,77,3.66,RU,1696218916
494,maridi,4.9158,29.4742,20.27,89,97,1.39,SS,1696218916
495,shache,38.4167,77.2406,21.2,19,25,3.71,CN,1696218916
496,nguigmi,14.2495,13.1092,27.51,51,100,4.67,NE,1696218757
497,itaituba,-4.2761,-55.9836,27.45,48,93,1.0,BR,1696218916
498,puerto santa,-8.9906,-78.6456,18.02,91,35,3.79,PE,1696218916
499,camalu,30.85,-116.0667,15.92,64,78,4.95,MX,1696218916
500,ciudad madero,22.2667,-97.8333,29.47,77,99,4.12,MX,1696218917
501,nova sintra,14.8667,-24.7167,23.49,79,95,4.86,CV,1696218753
502,port shepstone,-30.7414,30.455,15.9,75,79,4.42,ZA,1696218677
503,twon-brass,4.3151,6.2418,26.2,85,83,4.28,NG,1696218765
504,axum,14.1245,38.7244,15.54,57,0,2.51,ET,1696218917
505,kill devil hills,36.0307,-75.676,21.1,80,0,1.54,US,1696218917
506,san juan,-31.5375,-68.5364,20.97,36,0,4.69,AR,1696218784
507,tromso,69.6496,18.957,4.01,87,75,1.54,NO,1696218917
508,khuzdar,27.7384,66.6434,24.05,10,0,5.7,PK,1696218917
509,opuwo,-18.0607,13.84,18.86,24,1,0.67,NA,1696218917
510,yatou,37.15,122.3833,23.16,36,46,1.69,CN,1696218918
511,dorado,18.4588,-66.2677,29.42,96,99,1.34,PR,1696218918
512,dara,15.3484,-15.4799,27.98,87,67,3.31,SN,1696218918
513,ghanzi,-21.5667,21.7833,17.92,21,0,4.23,BW,1696218918
514,novodvinsk,64.4165,40.8122,9.32,95,100,4.5,RU,1696218918
515,poshekhon'ye,58.4993,39.1353,10.68,94,26,4.43,RU,1696218918
516,rio grande,-32.035,-52.0986,11.08,79,1,2.84,BR,1696218918
517,kuraymah,18.55,31.85,32.03,19,33,2.26,SD,1696218918
518,craig,40.5153,-107.5464,11.79,61,0,0.0,US,1696218918
519,rabo de peixe,37.8,-25.5833,19.73,99,20,5.66,PT,1696218919
520,kirkwall,58.9848,-2.9587,11.65,87,9,5.66,GB,1696218919
521,pyay,18.8167,95.2167,25.32,95,97,3.88,MM,1696218919
522,karasburg,-28.0167,18.75,17.63,43,0,5.24,NA,1696218919
523,sinabang,2.4803,96.3801,27.17,81,100,5.1,ID,1696218751
524,selfoss,63.9331,-20.9971,7.8,75,95,5.1,IS,1696218727
525,juneau,58.3019,-134.4197,10.68,100,100,5.14,US,1696218528
526,kone,-21.0595,164.8658,24.7,53,40,4.59,NC,1696218751
527,lander,42.833,-108.7307,14.22,47,20,3.6,US,1696218919
528,nema,57.5067,50.5011,10.53,92,100,3.36,RU,1696218919
529,zunyi,27.6867,106.9072,23.51,83,97,2.81,CN,1696218719
530,yuza,39.0,139.9167,23.03,71,42,6.46,JP,1696218747
531,m'sila,35.7058,4.5419,21.7,46,0,1.67,DZ,1696218715
532,zeya,53.75,127.2667,9.38,67,93,0.89,RU,1696218783
533,lamu,-2.2717,40.902,23.12,76,5,4.99,KE,1696218920
534,kourou,5.1552,-52.6478,27.03,79,37,5.25,GF,1696218920
535,ar ruways,24.1103,52.7306,32.07,50,0,4.88,AE,1696218920
536,las khorey,11.1595,48.1967,29.88,49,5,2.63,SO,1696218920
537,aitape,-3.1374,142.3475,29.68,69,64,2.85,PG,1696218920
538,woolgoolga,-30.1106,153.2007,25.58,70,7,4.55,AU,1696218920
539,carutapera,-1.195,-46.02,26.19,81,66,4.14,BR,1696218921
540,marly,50.3456,3.5496,14.88,80,92,3.63,FR,1696218921
541,tegueste,28.5167,-16.3167,25.64,31,0,3.6,ES,1696218921
542,chinnasekkadu,13.1653,80.26,31.01,70,100,6.07,IN,1696218921
543,pitoa,9.3833,13.5333,24.33,85,100,1.1,CM,1696218921
544,weno,7.4515,151.8468,30.97,79,75,1.54,FM,1696218720
545,santa marta,11.2408,-74.199,29.94,75,20,1.03,CO,1696218921
546,jiazi,22.8779,116.067,29.08,70,39,5.2,CN,1696218921
547,cockburn town,21.4612,-71.1419,28.63,74,81,7.1,TC,1696218728
548,nyurba,63.2842,118.3319,2.24,94,100,4.92,RU,1696218921
549,doka,13.5167,35.7667,22.72,88,3,2.25,SD,1696218922
550,tottori,35.5,134.2333,24.04,41,40,4.63,JP,1696218922
551,blain,47.4766,-1.7629,16.02,85,81,1.73,FR,1696218922
552,baruun-urt,46.6806,113.2792,16.96,22,100,4.68,MN,1696218922
553,minden,52.2833,8.9167,17.12,81,71,4.12,DE,1696218922
554,isla vista,34.4133,-119.861,17.13,73,75,2.06,US,1696218922
555,samana,19.2056,-69.3369,26.46,89,84,3.38,DO,1696218922
556,namtsy,62.7161,129.6658,6.75,84,100,1.88,RU,1696218922
557,kez,57.8979,53.7152,11.9,72,99,3.3,RU,1696218923
558,fisterra,42.9049,-9.2629,16.53,89,35,5.38,ES,1696218719
